landmarks,label
"[ 6.06236517e-01  7.13287354e-01 -1.17368202e-07  6.45209968e-01
  6.38019860e-01  1.76647585e-02  6.65860057e-01  5.45270503e-01
  1.99736003e-02  6.71148956e-01  4.72989917e-01  1.67463794e-02
  6.69202805e-01  4.18653220e-01  1.15156425e-02  6.91571534e-01
  5.07241905e-01  1.15810777e-03  6.79531515e-01  3.93923938e-01
 -1.72594301e-02  6.72878027e-01  3.18017095e-01 -3.05841211e-02
  6.67942226e-01  2.55694181e-01 -4.02437523e-02  6.86154723e-01
  5.10624528e-01 -2.04453077e-02  6.74260914e-01  3.81738245e-01
 -3.79059128e-02  6.69226706e-01  2.99358666e-01 -4.87390161e-02
  6.65294468e-01  2.31045306e-01 -5.70855699e-02  6.68214023e-01
  5.22747040e-01 -4.15827706e-02  6.62818193e-01  3.95759135e-01
 -5.73312640e-02  6.59982443e-01  3.17870021e-01 -6.61035925e-02
  6.58367395e-01  2.54610121e-01 -7.29786381e-02  6.41186655e-01
  5.41891634e-01 -6.12917207e-02  6.38935447e-01  4.58645046e-01
 -7.81654716e-02  6.36810899e-01  3.95765841e-01 -8.63582864e-02
  6.34066343e-01  3.41241062e-01 -9.20792669e-02]",Ram Ram bhaiyon
"[ 6.05327070e-01  7.06588089e-01 -1.88590974e-07  6.47017002e-01
  6.34095013e-01  2.90887728e-02  6.65856957e-01  5.47213733e-01
  3.46427038e-02  6.69705987e-01  4.77372915e-01  3.28677744e-02
  6.65037870e-01  4.26201642e-01  2.76933759e-02  6.94371879e-01
  5.07126153e-01  3.49108106e-03  6.83215499e-01  3.87859941e-01
 -1.14102596e-02  6.76164627e-01  3.14821273e-01 -2.10097209e-02
  6.70573235e-01  2.53435761e-01 -2.87971739e-02  6.88553929e-01
  5.11558175e-01 -2.32896507e-02  6.76056266e-01  3.74146342e-01
 -3.89176384e-02  6.70068681e-01  2.92302132e-01 -4.69784737e-02
  6.64820194e-01  2.24288166e-01 -5.43322042e-02  6.68017566e-01
  5.25104284e-01 -4.81766351e-02  6.64497435e-01  3.90178531e-01
 -6.24321923e-02  6.61810994e-01  3.13621223e-01 -6.97199330e-02
  6.60972536e-01  2.49777824e-01 -7.69167542e-02  6.38182044e-01
  5.43843985e-01 -7.02672079e-02  6.38064861e-01  4.55258787e-01
 -8.88989046e-02  6.36890650e-01  3.93285334e-01 -9.82471555e-02
  6.35970950e-01  3.38375390e-01 -1.05406843e-01]",Ram Ram bhaiyon
"[ 6.20411575e-01  7.11144328e-01 -2.65140557e-07  6.56244934e-01
  6.32766187e-01  3.52101438e-02  6.69082880e-01  5.44941068e-01
  4.29788455e-02  6.68966413e-01  4.73929137e-01  4.18710820e-02
  6.61228240e-01  4.23717767e-01  3.68332677e-02  6.98424280e-01
  5.02838075e-01  1.06727052e-02  6.81736767e-01  3.86476219e-01
 -4.07125475e-03  6.71823800e-01  3.16469043e-01 -1.39786461e-02
  6.65379107e-01  2.58825332e-01 -2.21675746e-02  6.94305182e-01
  5.08200884e-01 -1.99820418e-02  6.78326011e-01  3.71599913e-01
 -3.45594883e-02  6.71216905e-01  2.90880740e-01 -4.19453979e-02
  6.65502965e-01  2.26110756e-01 -4.92105372e-02  6.74423754e-01
  5.24093509e-01 -4.88802828e-02  6.67961478e-01  3.88213873e-01
 -6.35787323e-02  6.63957655e-01  3.13589901e-01 -7.04185516e-02
  6.63330495e-01  2.51266032e-01 -7.76280686e-02  6.44052804e-01
  5.46341240e-01 -7.44710192e-02  6.40262365e-01  4.57966566e-01
 -9.53752920e-02  6.37598217e-01  3.97349894e-01 -1.05459683e-01
  6.35938466e-01  3.42366815e-01 -1.13175891e-01]",Ram Ram bhaiyon
"[ 6.24541223e-01  7.13964760e-01 -2.25994810e-07  6.60962760e-01
  6.34981513e-01  3.38909961e-02  6.75863385e-01  5.47940075e-01
  4.06658389e-02  6.79825306e-01  4.78686392e-01  3.90786380e-02
  6.75714850e-01  4.27522004e-01  3.38088237e-02  6.97198808e-01
  5.03970087e-01  4.44099586e-03  6.83592498e-01  3.84511590e-01
 -1.16289826e-02  6.76048934e-01  3.13155234e-01 -2.11074352e-02
  6.71106100e-01  2.53959477e-01 -2.89055780e-02  6.92820847e-01
  5.10551095e-01 -2.63461992e-02  6.77667499e-01  3.73081088e-01
 -4.30451445e-02  6.71349525e-01  2.91632354e-01 -5.09588160e-02
  6.65991426e-01  2.25573808e-01 -5.86103462e-02  6.73969924e-01
  5.27523816e-01 -5.51062413e-02  6.65185094e-01  3.91082466e-01
 -7.00553358e-02  6.60772443e-01  3.15134645e-01 -7.70827904e-02
  6.58870220e-01  2.52093196e-01 -8.49165246e-02  6.46175146e-01
  5.50452471e-01 -8.07583481e-02  6.40737295e-01  4.61593330e-01
 -1.01960830e-01  6.38089657e-01  3.99222821e-01 -1.13217570e-01
  6.36334717e-01  3.43025386e-01 -1.22232057e-01]",Ram Ram bhaiyon
"[ 6.40442789e-01  7.26882577e-01 -1.03108377e-07  6.71422243e-01
  6.38690233e-01  2.50293687e-02  6.81191564e-01  5.44161499e-01
  2.97129806e-02  6.80159211e-01  4.71888810e-01  2.76967324e-02
  6.74101830e-01  4.19819534e-01  2.35102233e-02  7.00332880e-01
  5.07199526e-01  5.08164847e-03  6.88309789e-01  3.90794575e-01
 -1.16393929e-02  6.80892110e-01  3.16730380e-01 -2.23785806e-02
  6.75645173e-01  2.55122453e-01 -3.06750871e-02  6.95402980e-01
  5.12485564e-01 -2.06584651e-02  6.82660937e-01  3.78634870e-01
 -3.70041728e-02  6.76287830e-01  2.96265781e-01 -4.52555306e-02
  6.70650482e-01  2.29244143e-01 -5.24488017e-02  6.76226318e-01
  5.27033806e-01 -4.55700718e-02  6.68398321e-01  3.93997669e-01
 -6.06553555e-02  6.63529158e-01  3.16646218e-01 -6.83623478e-02
  6.60521567e-01  2.53731281e-01 -7.53237605e-02  6.47041738e-01
  5.48318624e-01 -6.83902279e-02  6.41873598e-01  4.60716844e-01
 -8.67986307e-02  6.38380587e-01  3.96451473e-01 -9.66652632e-02
  6.34539843e-01  3.40026140e-01 -1.04214527e-01]",Ram Ram bhaiyon
"[ 6.49442375e-01  7.24786639e-01 -8.84875959e-08  6.77517235e-01
  6.35457575e-01  2.65585296e-02  6.84801817e-01  5.44760585e-01
  3.22010443e-02  6.83113992e-01  4.76226836e-01  3.07733174e-02
  6.78032458e-01  4.24559683e-01  2.73404829e-02  7.01189578e-01
  5.05095065e-01  7.36184604e-03  6.87634349e-01  3.91112953e-01
 -7.26336148e-03  6.79130435e-01  3.18116963e-01 -1.59906037e-02
  6.74048662e-01  2.56991744e-01 -2.29319837e-02  6.95713699e-01
  5.09284556e-01 -1.89484060e-02  6.81332827e-01  3.77760708e-01
 -3.32722627e-02  6.74379110e-01  2.96613932e-01 -4.02045399e-02
  6.68462038e-01  2.30734318e-01 -4.63734567e-02  6.78406060e-01
  5.23680151e-01 -4.42583151e-02  6.68183506e-01  3.94274145e-01
 -5.73880821e-02  6.62007153e-01  3.17368984e-01 -6.45948127e-02
  6.57381117e-01  2.54881710e-01 -7.14461431e-02  6.53286815e-01
  5.45679271e-01 -6.74338192e-02  6.46076858e-01  4.60599661e-01
 -8.42499062e-02  6.40251279e-01  3.97346646e-01 -9.35929120e-02
  6.33605540e-01  3.42422664e-01 -1.00897647e-01]",Ram Ram bhaiyon
"[ 6.50806546e-01  7.16134906e-01 -1.39732803e-08  6.81896985e-01
  6.35309517e-01  1.86003838e-02  6.89683020e-01  5.43155193e-01
  2.20153220e-02  6.88054740e-01  4.74287033e-01  1.99280903e-02
  6.82590365e-01  4.24458683e-01  1.62676182e-02  7.04522073e-01
  5.03536940e-01  3.66501772e-04  6.92376673e-01  3.86806965e-01
 -1.61903817e-02  6.85461819e-01  3.13315600e-01 -2.63362899e-02
  6.81288481e-01  2.52606958e-01 -3.37418802e-02  6.96834147e-01
  5.07690609e-01 -2.16556247e-02  6.85321927e-01  3.77043009e-01
 -3.84053886e-02  6.77797973e-01  2.96672046e-01 -4.73876521e-02
  6.71114802e-01  2.30652630e-01 -5.42958453e-02  6.78200126e-01
  5.20035446e-01 -4.29875478e-02  6.68374360e-01  3.93820822e-01
 -5.71041480e-02  6.61464989e-01  3.18475515e-01 -6.47120699e-02
  6.55819952e-01  2.56676406e-01 -7.10249543e-02  6.51010513e-01
  5.38771093e-01 -6.28986880e-02  6.42533779e-01  4.51414406e-01
 -7.80511722e-02  6.36855960e-01  3.90294611e-01 -8.58544335e-02
  6.31044567e-01  3.36977363e-01 -9.17890072e-02]",Ram Ram bhaiyon
"[ 6.51388168e-01  7.24580646e-01 -5.19449053e-08  6.78589463e-01
  6.43151700e-01  1.99457761e-02  6.85646176e-01  5.57998002e-01
  2.27488298e-02  6.83925748e-01  4.92463350e-01  1.98223945e-02
  6.77220106e-01  4.44719553e-01  1.47482017e-02  7.05555916e-01
  5.15936017e-01 -3.09310344e-05  6.90343857e-01  3.99804294e-01
 -1.81658715e-02  6.80973113e-01  3.24596882e-01 -2.96719186e-02
  6.73808455e-01  2.61642188e-01 -3.79211381e-02  7.01266944e-01
  5.18997431e-01 -2.27687582e-02  6.87083781e-01  3.85252804e-01
 -4.09244299e-02  6.79025948e-01  3.02954048e-01 -5.10307476e-02
  6.71339214e-01  2.33905077e-01 -5.85600846e-02  6.83802426e-01
  5.30797184e-01 -4.45472151e-02  6.71926081e-01  3.99152756e-01
 -6.12159148e-02  6.64405763e-01  3.20906460e-01 -7.02369288e-02
  6.57848954e-01  2.56925464e-01 -7.66260102e-02  6.55868173e-01
  5.48470736e-01 -6.44793808e-02  6.47549629e-01  4.58302885e-01
 -8.23136717e-02  6.40431881e-01  3.95452321e-01 -9.11982432e-02
  6.32700443e-01  3.41826379e-01 -9.71333086e-02]",Ram Ram bhaiyon
"[ 6.52844310e-01  7.23870397e-01 -5.82842112e-08  6.76229894e-01
  6.42732024e-01  2.18336433e-02  6.82506323e-01  5.57978988e-01
  2.43862253e-02  6.81460083e-01  4.91191328e-01  2.10298914e-02
  6.74548268e-01  4.44293976e-01  1.52799282e-02  7.05531597e-01
  5.14887989e-01 -1.62248488e-03  6.90056801e-01  3.99227530e-01
 -1.91833843e-02  6.81249082e-01  3.25344801e-01 -2.98827849e-02
  6.75392330e-01  2.63197064e-01 -3.78450416e-02  7.01333642e-01
  5.18850505e-01 -2.57745720e-02  6.85216129e-01  3.85959744e-01
 -4.29348312e-02  6.78178668e-01  3.03423285e-01 -5.18334247e-02
  6.71980977e-01  2.33829945e-01 -5.90990633e-02  6.83770001e-01
  5.32404304e-01 -4.87006083e-02  6.70998633e-01  4.01367962e-01
 -6.44979775e-02  6.64982080e-01  3.23703170e-01 -7.29062185e-02
  6.60964370e-01  2.59460539e-01 -7.97831193e-02  6.56425238e-01
  5.51800311e-01 -6.96291849e-02  6.48221612e-01  4.65271056e-01
 -8.80646631e-02  6.42394423e-01  4.02928025e-01 -9.76226926e-02
  6.37120008e-01  3.48342240e-01 -1.04483195e-01]",Ram Ram bhaiyon
"[ 6.53812587e-01  7.23267794e-01 -3.55380223e-08  6.77482426e-01
  6.42894626e-01  2.06784140e-02  6.82927310e-01  5.56337953e-01
  2.32145172e-02  6.81105494e-01  4.89253670e-01  2.02522054e-02
  6.74216449e-01  4.41488266e-01  1.50417313e-02  7.06043184e-01
  5.13528347e-01 -3.61446291e-03  6.91205978e-01  3.96946579e-01
 -2.15054657e-02  6.83660746e-01  3.22710931e-01 -3.22186351e-02
  6.78777635e-01  2.60733455e-01 -3.99736576e-02  7.01424837e-01
  5.18934846e-01 -2.69843396e-02  6.85695410e-01  3.86585593e-01
 -4.41940501e-02  6.78945005e-01  3.03052038e-01 -5.34197763e-02
  6.72803998e-01  2.32542276e-01 -6.07770048e-02  6.83850527e-01
  5.32997012e-01 -4.90294546e-02  6.70871377e-01  4.02347267e-01
 -6.49288669e-02  6.64434195e-01  3.24061096e-01 -7.37348646e-02
  6.59814894e-01  2.59248018e-01 -8.06998089e-02  6.56788051e-01
  5.52587390e-01 -6.90908581e-02  6.48208201e-01  4.66073543e-01
 -8.77672806e-02  6.42443120e-01  4.04215872e-01 -9.74534974e-02
  6.37090504e-01  3.50543708e-01 -1.04160868e-01]",Ram Ram bhaiyon
"[ 6.65060639e-01  7.14051127e-01 -2.05808099e-08  6.86718464e-01
  6.27454519e-01  2.13255212e-02  6.89293563e-01  5.36490500e-01
  2.47903857e-02  6.84366286e-01  4.66301382e-01  2.27257479e-02
  6.75316274e-01  4.16450232e-01  1.88807994e-02  7.08945870e-01
  5.02721667e-01 -1.06466934e-03  6.92986012e-01  3.87638390e-01
 -1.77930146e-02  6.84188843e-01  3.15239787e-01 -2.75921505e-02
  6.79308116e-01  2.54661739e-01 -3.46310213e-02  7.03365028e-01
  5.09251416e-01 -2.37662680e-02  6.84917569e-01  3.76799047e-01
 -3.96126285e-02  6.77053630e-01  2.94884473e-01 -4.79298905e-02
  6.71624184e-01  2.27165312e-01 -5.47543541e-02  6.85365915e-01
  5.22227168e-01 -4.52298149e-02  6.68858051e-01  3.93395066e-01
 -5.99434376e-02  6.60180032e-01  3.15617532e-01 -6.89662024e-02
  6.54118776e-01  2.52867550e-01 -7.62654021e-02  6.58689439e-01
  5.40341735e-01 -6.46628514e-02  6.47442818e-01  4.54294264e-01
 -8.18930492e-02  6.38355136e-01  3.93470466e-01 -9.15662423e-02
  6.28873467e-01  3.42083991e-01 -9.85275358e-02]",Ram Ram bhaiyon
"[ 6.79512084e-01  7.16449142e-01 -1.56917697e-08  6.95136547e-01
  6.23941898e-01  2.94838138e-02  6.91353321e-01  5.32426417e-01
  3.73076871e-02  6.82667315e-01  4.65676069e-01  3.75500545e-02
  6.73660815e-01  4.18305188e-01  3.55544314e-02  7.07341313e-01
  4.99437660e-01  8.33681133e-03  6.88651443e-01  3.85891408e-01
 -6.61939755e-03  6.80093884e-01  3.13160837e-01 -1.48907378e-02
  6.75460100e-01  2.52237052e-01 -2.10911948e-02  7.02733457e-01
  5.04829407e-01 -1.88609865e-02  6.85029924e-01  3.73384893e-01
 -3.44172902e-02  6.77628219e-01  2.92911589e-01 -4.18546200e-02
  6.72396302e-01  2.26649821e-01 -4.76458743e-02  6.85180426e-01
  5.17441809e-01 -4.46025394e-02  6.69687092e-01  3.89438093e-01
 -5.88323623e-02  6.61095321e-01  3.12724888e-01 -6.62586689e-02
  6.55932665e-01  2.49264270e-01 -7.23270178e-02  6.57820046e-01
  5.35555542e-01 -6.77869171e-02  6.45961225e-01  4.47272062e-01
 -8.45657215e-02  6.36438191e-01  3.86256427e-01 -9.33299810e-02
  6.27211809e-01  3.33673894e-01 -9.97242257e-02]",Ram Ram bhaiyon
"[ 6.78298414e-01  7.23299205e-01  8.58002025e-08  6.91847682e-01
  6.31675601e-01  2.40699127e-02  6.90235913e-01  5.40793359e-01
  2.93318294e-02  6.82027698e-01  4.73769635e-01  2.78449208e-02
  6.74563408e-01  4.23661888e-01  2.48642061e-02  7.04923332e-01
  5.03741920e-01  6.12666458e-03  6.85634971e-01  3.88061076e-01
 -9.74542089e-03  6.79309249e-01  3.14445466e-01 -1.87139548e-02
  6.76787317e-01  2.53493875e-01 -2.45051123e-02  6.99208081e-01
  5.08748591e-01 -1.81267019e-02  6.80888057e-01  3.77458841e-01
 -3.30247283e-02  6.74472392e-01  2.95748144e-01 -4.04114388e-02
  6.70412838e-01  2.28244990e-01 -4.58900332e-02  6.81358099e-01
  5.20273089e-01 -4.14761268e-02  6.66253328e-01  3.94055843e-01
 -5.34056015e-02  6.59019411e-01  3.15640301e-01 -6.02643117e-02
  6.54971182e-01  2.51305968e-01 -6.60109520e-02  6.54235780e-01
  5.36743104e-01 -6.30796254e-02  6.43175304e-01  4.48268831e-01
 -7.57721961e-02  6.35262847e-01  3.86958629e-01 -8.27872306e-02
  6.27383590e-01  3.34212691e-01 -8.81610215e-02]",Ram Ram bhaiyon
"[ 6.76539958e-01  7.23449349e-01  1.14244820e-07  6.95656419e-01
  6.32511675e-01  2.38289125e-02  6.94449365e-01  5.41149199e-01
  2.85703093e-02  6.84944689e-01  4.74902034e-01  2.67378613e-02
  6.76113069e-01  4.26487505e-01  2.28423811e-02  7.05563188e-01
  5.07864535e-01  1.90215092e-03  6.87565506e-01  3.89124155e-01
 -1.56599507e-02  6.81841552e-01  3.14684510e-01 -2.54310425e-02
  6.79469049e-01  2.53305197e-01 -3.17747034e-02  6.99463665e-01
  5.13581276e-01 -2.29361132e-02  6.81629539e-01  3.77237409e-01
 -3.98341902e-02  6.74951017e-01  2.93919265e-01 -4.86200675e-02
  6.70701563e-01  2.25325286e-01 -5.51581718e-02  6.80943131e-01
  5.25959969e-01 -4.66289632e-02  6.66437984e-01  3.94260466e-01
 -6.08256757e-02  6.60791039e-01  3.14786226e-01 -6.94981888e-02
  6.58084989e-01  2.50010699e-01 -7.64275566e-02  6.52394116e-01
  5.42657197e-01 -6.82575330e-02  6.41074121e-01  4.51996684e-01
 -8.31549764e-02  6.34378970e-01  3.89252007e-01 -9.16881040e-02
  6.28192186e-01  3.35063040e-01 -9.82111096e-02]",Ram Ram bhaiyon
"[ 6.74751639e-01  7.21171319e-01  5.38460263e-08  6.93087697e-01
  6.27643168e-01  2.72759926e-02  6.94075048e-01  5.41457117e-01
  3.39983590e-02  6.88175142e-01  4.76601422e-01  3.37236598e-02
  6.81278110e-01  4.28351521e-01  3.10807154e-02  7.07492769e-01
  5.05741179e-01  3.72291729e-03  6.89752221e-01  3.89588803e-01
 -1.26196621e-02  6.83073461e-01  3.15911412e-01 -2.12747976e-02
  6.80468440e-01  2.52928525e-01 -2.74894871e-02  7.02875674e-01
  5.11636674e-01 -2.21458208e-02  6.83378994e-01  3.78066003e-01
 -3.89156900e-02  6.76424980e-01  2.94851840e-01 -4.71929833e-02
  6.71936214e-01  2.25512147e-01 -5.40079065e-02  6.85546219e-01
  5.25027812e-01 -4.65253517e-02  6.66715622e-01  3.97378922e-01
 -6.10808320e-02  6.58597767e-01  3.18238914e-01 -6.97393417e-02
  6.53696001e-01  2.53468335e-01 -7.72095770e-02  6.58293962e-01
  5.42318404e-01 -6.85998797e-02  6.45948231e-01  4.54223454e-01
 -8.61024112e-02  6.39057577e-01  3.91927332e-01 -9.70457718e-02
  6.32697701e-01  3.37305665e-01 -1.05526626e-01]",Ram Ram bhaiyon
"[ 6.80105627e-01  7.21158087e-01  4.10060110e-08  6.95417941e-01
  6.32486105e-01  2.76604816e-02  6.93932295e-01  5.45344591e-01
  3.42657119e-02  6.85817778e-01  4.79851335e-01  3.38425934e-02
  6.77968800e-01  4.32716280e-01  3.11133154e-02  7.07867384e-01
  5.07330060e-01  3.77735426e-03  6.88588500e-01  3.88941765e-01
 -1.09949736e-02  6.80979133e-01  3.15483034e-01 -1.80801488e-02
  6.77297354e-01  2.53354251e-01 -2.33641006e-02  7.03530729e-01
  5.12411296e-01 -2.22206246e-02  6.83012009e-01  3.76758635e-01
 -3.70727964e-02  6.75983548e-01  2.94074714e-01 -4.35062945e-02
  6.71272993e-01  2.26141810e-01 -4.90988791e-02  6.85864210e-01
  5.25694072e-01 -4.66422960e-02  6.69175923e-01  3.94310892e-01
 -5.94221205e-02  6.62783325e-01  3.15222591e-01 -6.67591542e-02
  6.59497619e-01  2.50125051e-01 -7.37256557e-02  6.58087909e-01
  5.43158293e-01 -6.86865598e-02  6.46715462e-01  4.55590576e-01
 -8.49050358e-02  6.39598906e-01  3.93504918e-01 -9.46561769e-02
  6.33199453e-01  3.38463545e-01 -1.02372617e-01]",Ram Ram bhaiyon
"[ 6.79216921e-01  7.21036553e-01  5.90735567e-08  6.93232954e-01
  6.31036639e-01  2.66875364e-02  6.92299724e-01  5.43465257e-01
  3.25077139e-02  6.85611725e-01  4.77260113e-01  3.13519835e-02
  6.78747058e-01  4.28350449e-01  2.79628299e-02  7.07689345e-01
  5.07994115e-01  3.18177231e-03  6.88747466e-01  3.90769452e-01
 -1.24255856e-02  6.81093454e-01  3.17225575e-01 -2.04042159e-02
  6.77338600e-01  2.54649103e-01 -2.62171514e-02  7.03292668e-01
  5.12886047e-01 -2.26319563e-02  6.82972610e-01  3.77831638e-01
 -3.80086228e-02  6.75129294e-01  2.94498503e-01 -4.51687910e-02
  6.70179009e-01  2.26166904e-01 -5.13721369e-02  6.85826123e-01
  5.26012897e-01 -4.69966307e-02  6.69005871e-01  3.96267653e-01
 -6.01952784e-02  6.62098050e-01  3.17064047e-01 -6.83714077e-02
  6.58891499e-01  2.52492428e-01 -7.60006830e-02  6.58407152e-01
  5.43546319e-01 -6.90827966e-02  6.47155583e-01  4.57552880e-01
 -8.52283761e-02  6.40207767e-01  3.96081328e-01 -9.52738672e-02
  6.34349704e-01  3.41504812e-01 -1.03406824e-01]",Ram Ram bhaiyon
"[ 6.78699255e-01  7.20443010e-01  5.65601574e-08  6.93471849e-01
  6.30835116e-01  2.89058462e-02  6.92566156e-01  5.44087589e-01
  3.54974717e-02  6.85663700e-01  4.78505015e-01  3.46745104e-02
  6.79074049e-01  4.30016816e-01  3.14811543e-02  7.07417488e-01
  5.07732451e-01  4.36462881e-03  6.88130438e-01  3.89747202e-01
 -1.08844582e-02  6.80516124e-01  3.16220939e-01 -1.83845982e-02
  6.77045226e-01  2.53902704e-01 -2.39051152e-02  7.03299344e-01
  5.12485564e-01 -2.26306077e-02  6.82704866e-01  3.76483768e-01
 -3.79755571e-02  6.75292492e-01  2.92961836e-01 -4.50115688e-02
  6.70783103e-01  2.25277424e-01 -5.11182919e-02  6.85842156e-01
  5.25790751e-01 -4.79591340e-02  6.68953955e-01  3.95287395e-01
 -6.08736090e-02  6.62235677e-01  3.16081405e-01 -6.86947554e-02
  6.59270287e-01  2.51625657e-01 -7.62024820e-02  6.58391118e-01
  5.43391466e-01 -7.08137602e-02  6.47225380e-01  4.56815392e-01
 -8.68725404e-02  6.40593052e-01  3.95322263e-01 -9.67873111e-02
  6.35005176e-01  3.40745687e-01 -1.04880929e-01]",Ram Ram bhaiyon
"[ 6.72288120e-01  7.27042437e-01  1.89269844e-08  6.88825548e-01
  6.40392959e-01  3.04644145e-02  6.89476848e-01  5.53973734e-01
  3.79364863e-02  6.83571935e-01  4.90622520e-01  3.76238972e-02
  6.77184343e-01  4.43473816e-01  3.48923616e-02  7.06848919e-01
  5.14649510e-01  5.73443202e-03  6.90576494e-01  3.95062596e-01
 -9.04401299e-03  6.83584809e-01  3.21376979e-01 -1.60727836e-02
  6.79179847e-01  2.58553833e-01 -2.14419179e-02  7.03343391e-01
  5.19616425e-01 -2.24493444e-02  6.85423613e-01  3.81901950e-01
 -3.78995873e-02  6.78168654e-01  2.99021989e-01 -4.48031351e-02
  6.71733558e-01  2.30795205e-01 -5.08350097e-02  6.86155081e-01
  5.31749487e-01 -4.89292443e-02  6.70663059e-01  3.98644030e-01
 -6.17731139e-02  6.63353086e-01  3.20360839e-01 -6.89830631e-02
  6.58053517e-01  2.56010592e-01 -7.58351758e-02  6.58282816e-01
  5.47038436e-01 -7.29080439e-02  6.46302819e-01  4.55792636e-01
 -8.86639953e-02  6.39347017e-01  3.92914206e-01 -9.82389376e-02
  6.32659733e-01  3.37935507e-01 -1.06022276e-01]",Ram Ram bhaiyon
"[ 6.54343963e-01  7.21181273e-01  8.47691517e-09  6.83482230e-01
  6.35986567e-01  3.01603433e-02  6.88045621e-01  5.48987150e-01
  3.72024775e-02  6.83740795e-01  4.84877825e-01  3.66062373e-02
  6.77804589e-01  4.38171953e-01  3.32116634e-02  7.05957949e-01
  5.14050126e-01  4.16329782e-03  6.91064656e-01  3.93812269e-01
 -1.09665096e-02  6.84140205e-01  3.20882499e-01 -1.82830598e-02
  6.79776669e-01  2.58780956e-01 -2.38643736e-02  7.01566279e-01
  5.18939614e-01 -2.36581918e-02  6.85545623e-01  3.81519020e-01
 -3.96401025e-02  6.78524613e-01  2.99376786e-01 -4.74714637e-02
  6.71989799e-01  2.30793327e-01 -5.41343763e-02  6.82777464e-01
  5.30756891e-01 -4.95509580e-02  6.68304324e-01  3.97575170e-01
 -6.30870163e-02  6.61467314e-01  3.20201516e-01 -7.10136145e-02
  6.56443059e-01  2.55914062e-01 -7.82016218e-02  6.52948678e-01
  5.45610726e-01 -7.27111921e-02  6.41987503e-01  4.55010474e-01
 -8.80805179e-02  6.35945380e-01  3.93245757e-01 -9.71348509e-02
  6.30629957e-01  3.39042366e-01 -1.04589254e-01]",Ram Ram bhaiyon
"[ 6.55285478e-01  7.18090057e-01 -3.93812591e-08  6.82119846e-01
  6.35368943e-01  2.19571572e-02  6.90325618e-01  5.49090385e-01
  2.62970719e-02  6.89991117e-01  4.83032674e-01  2.49465127e-02
  6.85084879e-01  4.34708834e-01  2.15347856e-02  7.08987832e-01
  5.07979155e-01  8.37393454e-04  6.94867015e-01  3.92507166e-01
 -1.53170181e-02  6.87545002e-01  3.18925798e-01 -2.47197710e-02
  6.82562351e-01  2.57932663e-01 -3.15152965e-02  7.03803062e-01
  5.12104332e-01 -2.20668036e-02  6.88656688e-01  3.80882204e-01
 -3.77102792e-02  6.81538165e-01  3.00671875e-01 -4.55843844e-02
  6.74964368e-01  2.34125704e-01 -5.19553125e-02  6.85999274e-01
  5.24241269e-01 -4.38355245e-02  6.72801018e-01  3.95575583e-01
 -5.81577942e-02  6.64700389e-01  3.19030970e-01 -6.59742281e-02
  6.58099592e-01  2.56662220e-01 -7.23551139e-02  6.58308923e-01
  5.41971266e-01 -6.36561885e-02  6.49155617e-01  4.55233216e-01
 -8.02181512e-02  6.42503023e-01  3.93762827e-01 -8.90765414e-02
  6.35451913e-01  3.40774745e-01 -9.55266505e-02]",Ram Ram bhaiyon
"[ 6.38357937e-01  7.17398524e-01 -5.47715899e-08  6.71308994e-01
  6.36579335e-01  2.24650856e-02  6.83045745e-01  5.47960818e-01
  2.73178127e-02  6.82774007e-01  4.80919242e-01  2.60273218e-02
  6.78010046e-01  4.31326985e-01  2.27899589e-02  7.06424594e-01
  5.10728717e-01  4.67995182e-03  6.93415880e-01  3.96973252e-01
 -1.09966062e-02  6.86464787e-01  3.22983623e-01 -2.07736883e-02
  6.81946754e-01  2.61120796e-01 -2.81420089e-02  7.01158702e-01
  5.13678133e-01 -1.88791398e-02  6.86285794e-01  3.83801162e-01
 -3.49667482e-02  6.80329800e-01  3.02466244e-01 -4.42402251e-02
  6.75193727e-01  2.33744919e-01 -5.15663736e-02  6.82810128e-01
  5.23891687e-01 -4.14672308e-02  6.70736849e-01  3.95774215e-01
 -5.63625731e-02  6.64417207e-01  3.18515241e-01 -6.50658682e-02
  6.59448028e-01  2.54978985e-01 -7.18333647e-02  6.54922307e-01
  5.39784253e-01 -6.21221140e-02  6.45827532e-01  4.51997817e-01
 -7.85478204e-02  6.39427125e-01  3.90189081e-01 -8.74058902e-02
  6.32569790e-01  3.37109864e-01 -9.38172489e-02]",Ram Ram bhaiyon
